% 1. Title: POSTag dataset
%
% 2. Sources: UD_Indonesian
%
@RELATION postag
@ATTRIBUTE form NUMERIC
@ATTRIBUTE prevpostag NUMERIC
@ATTRIBUTE class {_,PROPN,AUX,DET,NOUN,PRON,VERB,ADP,PUNCT,ADV,CCONJ,SCONJ,NUM,ADJ,PART,SYM,X}
@DATA
1792,5,VERB
2738,6,NOUN
172,4,PUNCT
2739,8,PROPN
27,1,CCONJ
630,10,VERB
587,6,NOUN
172,4,PUNCT
587,8,NOUN
252,4,ADJ
92,13,ADJ
111,13,ADP
2740,7,NOUN
284,4,PUNCT
2741,8,PROPN
2742,1,PROPN
2,1,AUX
1287,2,NOUN
2743,4,NOUN
7,4,ADP
15,7,PROPN
5,1,PRON
2744,5,VERB
2743,6,NOUN
2745,4,NOUN
16,4,PUNCT
2746,8,PROPN
2747,1,NOUN
2748,4,NOUN
1316,4,NOUN
118,4,ADV
349,9,ADV
1368,9,VERB
188,6,VERB
2747,6,NOUN
16,4,PUNCT
2749,8,PROPN
2750,1,PROPN
10,1,PUNCT
2749,8,PROPN
2751,1,PROPN
10,1,PUNCT
23,8,CCONJ
2749,10,PROPN
1820,1,PROPN
2,1,AUX
2752,2,NOUN
177,4,ADJ
7,13,ADP
1376,7,NOUN
2753,4,PROPN
913,1,PROPN
16,1,PUNCT
2754,8,NOUN
2755,4,ADJ
277,13,NOUN
199,4,ADP
1428,7,NOUN
1553,4,NOUN
793,4,ADJ
2756,13,PROPN
7,1,ADP
2757,7,PROPN
16,1,PUNCT
2758,8,PROPN
2759,1,PROPN
2760,1,VERB
2761,6,NOUN
75,4,ADP
309,7,NOUN
107,4,DET
10,3,PUNCT
978,8,SCONJ
1733,11,VERB
75,6,ADP
2762,7,NOUN
2763,4,DET
16,3,PUNCT
319,8,PRON
188,5,VERB
2764,6,NOUN
1134,4,VERB
2765,6,PROPN
16,1,PUNCT
319,8,PRON
2348,5,ADV
649,9,VERB
1640,6,ADP
2766,7,NOUN
650,4,PUNCT
1155,8,PROPN
10,1,PUNCT
2767,8,SCONJ
304,11,PRON
1188,5,VERB
1593,6,DET
2768,3,NOUN
1255,4,ADJ
284,13,PUNCT
2769,8,PROPN
1528,1,ADJ
2770,13,VERB
2771,6,NOUN
284,4,PUNCT
2772,8,ADP
29,7,DET
2773,3,NOUN
2774,4,PROPN
2775,1,VERB
194,6,PUNCT
650,8,PUNCT
1641,8,ADV
727,9,PRON
102,5,PART
2776,14,VERB
89,6,NOUN
26,4,NOUN
107,4,DET
284,3,PUNCT
2777,8,VERB
2778,6,NOUN
2779,4,PROPN
10,1,PUNCT
2780,8,PROPN
2781,1,VERB
67,6,DET
1607,3,NOUN
2192,4,PROPN
2782,1,PROPN
2783,1,PROPN
16,1,PUNCT
2784,8,PROPN
2489,1,PROPN
2,1,AUX
1071,2,NOUN
15,4,PROPN
5,1,PRON
1872,5,VERB
46,6,ADP
47,7,NOUN
1047,4,NUM
24,12,ADP
694,7,VERB
38,6,ADP
2785,7,PROPN
110,1,PROPN
16,1,PUNCT
2786,8,PART
102,14,ADV
2787,9,VERB
34,6,NOUN
10,4,PUNCT
2788,8,PART
837,14,ADJ
2789,13,VERB
16,6,PUNCT
914,8,SCONJ
2790,11,VERB
59,6,NUM
138,12,NOUN
119,4,NUM
7,12,ADP
2791,7,NOUN
10,4,PUNCT
46,8,ADP
47,7,NOUN
2792,4,NUM
10,12,PUNCT
2793,8,PROPN
2794,1,PROPN
2790,1,VERB
1869,6,NOUN
139,4,PUNCT
2795,8,PROPN
2796,1,PROPN
2797,1,PROPN
139,1,PUNCT
7,8,ADP
2054,7,PROPN
16,1,PUNCT
882,8,ADP
47,7,NOUN
1350,4,NUM
10,12,PUNCT
2798,8,PROPN
188,1,VERB
2696,6,NOUN
2263,4,ADP
2799,7,NUM
581,12,NOUN
16,4,PUNCT
2800,8,PROPN
1136,1,VERB
199,6,ADP
781,7,NOUN
2801,4,PROPN
194,1,PUNCT
2802,8,NOUN
132,4,PUNCT
2803,8,NOUN
172,4,PUNCT
2804,8,NOUN
135,4,PUNCT
16,8,PUNCT
2805,8,NOUN
2806,4,NOUN
2,4,AUX
2807,2,ADP
2808,7,NOUN
15,4,PROPN
132,1,PUNCT
244,8,NUM
135,12,PUNCT
16,8,PUNCT
1657,8,PROPN
36,1,DET
188,3,VERB
2809,6,NOUN
2810,4,NUM
16,12,PUNCT
2811,8,NOUN
1855,4,ADJ
2,13,AUX
903,2,NOUN
172,4,PUNCT
903,8,NOUN
5,4,PRON
2812,5,NOUN
852,4,VERB
75,6,ADP
2813,7,PROPN
2814,1,PROPN
2815,1,PROPN
10,1,PUNCT
23,8,CCONJ
5,10,PRON
196,5,VERB
1607,6,NOUN
199,4,ADP
2192,7,PROPN
99,1,PROPN
16,1,PUNCT
2816,8,PROPN
2817,1,PROPN
2818,1,PROPN
196,1,VERB
81,6,DET
2819,3,DET
2816,3,NOUN
5,4,PRON
201,5,VERB
7,6,ADP
2818,7,PROPN
5,1,PRON
858,5,ADV
2201,9,ADJ
36,13,DET
7,3,VERB
2820,6,VERB
264,6,VERB
2816,6,PROPN
471,1,PROPN
1053,1,NUM
2821,12,PROPN
10,1,PUNCT
871,8,ADV
188,9,VERB
1719,6,NOUN
27,4,CCONJ
2822,10,NOUN
5,4,PRON
2823,5,VERB
349,6,ADV
2824,9,VERB
2184,6,NOUN
162,4,NOUN
163,4,VERB
2825,6,VERB
10,6,PUNCT
5,8,PRON
542,5,VERB
7,6,ADP
4,7,NOUN
2818,4,PROPN
16,1,PUNCT
2826,8,PROPN
118,1,ADV
264,9,VERB
2827,6,PROPN
172,1,PUNCT
2828,8,PROPN
172,1,PUNCT
2829,8,PROPN
111,1,ADP
2830,7,NOUN
172,4,PUNCT
2830,8,NOUN
2831,4,PROPN
2832,1,PROPN
1678,1,ADJ
7,13,ADP
15,7,PROPN
10,1,PUNCT
355,8,ADP
1125,7,PROPN
1942,1,PROPN
2833,1,PROPN
2834,1,PROPN
1350,1,NUM
10,12,PUNCT
912,8,PROPN
2835,1,PROPN
1942,1,PROPN
2833,1,PROPN
2834,1,PROPN
27,1,CCONJ
1125,10,PROPN
2833,1,PROPN
2092,1,PROPN
339,1,PROPN
7,1,ADP
1125,7,PROPN
16,1,PUNCT
246,8,PART
2836,14,VERB
524,6,ADV
118,9,ADV
2830,9,NOUN
2832,4,NOUN
1678,4,ADJ
7,13,ADP
15,7,PROPN
10,1,PUNCT
660,8,ADV
1434,9,PROPN
1942,1,PROPN
2521,1,PROPN
2833,1,PROPN
2834,1,PROPN
16,1,PUNCT
1541,8,NOUN
2837,4,PROPN
2838,1,VERB
7,6,ADP
2839,7,NOUN
2553,4,ADJ
639,13,SCONJ
18,11,NOUN
578,4,NUM
1781,12,PROPN
2253,1,NUM
10,12,PUNCT
7,8,ADP
651,7,NOUN
2840,4,PROPN
2841,1,PROPN
2842,1,NOUN
2843,4,NUM
1161,12,VERB
7,6,ADP
1283,7,ADP
16,7,PUNCT
319,8,PRON
2844,5,VERB
394,6,DET
585,3,NOUN
10,4,PUNCT
2845,8,PROPN
2846,1,PROPN
10,1,PUNCT
27,8,CCONJ
394,10,DET
1577,3,PROPN
10,1,PUNCT
2845,8,PROPN
2847,1,PROPN
16,1,PUNCT
279,8,NOUN
132,4,PUNCT
1726,8,NUM
135,12,PUNCT
5,8,PRON
2848,5,ADJ
223,13,SCONJ
10,11,PUNCT
1588,8,SCONJ
2158,11,PROPN
1643,1,ADV
2849,9,ADJ
132,13,PUNCT
2850,8,NUM
135,12,PUNCT
2851,8,VERB
2852,6,NOUN
2853,4,ADJ
36,13,DET
118,3,ADV
75,9,ADP
2854,7,NOUN
10,4,PUNCT
132,8,PUNCT
2855,8,NUM
135,12,PUNCT
2856,8,VERB
1191,6,ADP
2857,7,PRON
942,5,ADJ
10,13,PUNCT
64,8,PUNCT
279,8,NOUN
5,4,PRON
871,5,ADV
2858,9,PRON
1843,5,VERB
24,6,ADP
1147,7,NOUN
2858,4,PRON
10,5,PUNCT
132,8,PUNCT
1141,8,NUM
135,12,PUNCT
5,8,PRON
871,5,ADV
2858,9,PRON
2859,5,VERB
24,6,ADP
2860,7,NOUN
2858,4,PRON
27,5,CCONJ
24,10,ADP
2861,7,NOUN
2858,4,PRON
132,5,PUNCT
1982,8,NUM
135,12,PUNCT
5,8,PRON
871,5,ADV
2858,9,PRON
2862,5,VERB
2863,6,PUNCT
1759,8,NOUN
5,4,PRON
2858,5,PRON
2864,5,VERB
1640,6,ADP
727,7,PRON
64,5,PUNCT
284,8,PUNCT
2865,8,PROPN
172,1,PUNCT
2866,8,PROPN
2867,1,PROPN
132,1,PUNCT
135,8,PUNCT
196,8,VERB
2868,6,NOUN
396,4,NOUN
397,4,NOUN
398,4,NOUN
2869,4,VERB
2870,6,PROPN
16,1,PUNCT
2871,8,PROPN
1845,1,AUX
251,2,NOUN
2872,4,NOUN
177,4,ADJ
7,13,ADP
1376,7,NOUN
2873,4,PROPN
27,1,CCONJ
197,10,DET
81,3,DET
199,3,ADP
1428,7,NOUN
2872,4,NOUN
618,4,ADJ
7,13,ADP
2874,7,PROPN
16,1,PUNCT
1758,8,NOUN
36,4,DET
280,3,PRON
1537,5,VERB
7,6,ADP
2686,7,NOUN
2875,4,NOUN
16,4,PUNCT
2876,8,NOUN
107,4,DET
20,3,ADV
2877,9,VERB
24,6,ADP
2878,7,NOUN
2879,4,NOUN
172,4,PUNCT
2879,8,NOUN
46,4,ADP
627,7,NOUN
2880,4,PROPN
16,1,PUNCT
2881,8,NOUN
1342,4,PROPN
2882,1,PROPN
10,1,PUNCT
650,8,PUNCT
2883,8,PROPN
284,1,PUNCT
2884,8,PROPN
2885,1,PROPN
2,1,AUX
4,2,NOUN
7,4,ADP
8,7,PROPN
2886,1,PROPN
10,1,PUNCT
276,8,PROPN
2887,1,PROPN
10,1,PUNCT
403,8,PROPN
378,1,PROPN
404,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
1641,8,PRON
2888,5,NOUN
264,4,VERB
1643,6,ADV
1222,9,ADJ
284,13,PUNCT
2889,8,SCONJ
46,11,ADP
273,7,NOUN
1912,4,NOUN
70,4,NUM
172,12,PUNCT
1120,8,NUM
10,12,PUNCT
145,8,NOUN
2890,4,NOUN
7,4,ADP
50,7,PROPN
2891,1,NOUN
2892,4,NOUN
102,4,PART
218,14,VERB
2893,6,NOUN
2377,4,NOUN
2890,4,NOUN
2894,4,PROPN
16,1,PUNCT
2895,8,PROPN
2896,1,NOUN
201,4,VERB
7,6,ADP
50,7,PROPN
46,1,ADP
263,7,ADJ
1912,13,NOUN
1120,4,NUM
16,12,PUNCT
2897,8,NOUN
1684,4,NOUN
36,4,DET
2898,3,VERB
46,6,ADP
1517,7,NUM
787,12,NOUN
2899,4,NUM
27,12,CCONJ
2900,10,VERB
2901,6,NOUN
46,4,ADP
237,7,NUM
450,12,PROPN
2899,1,NUM
16,12,PUNCT
2902,8,NUM
10,12,PUNCT
1217,8,ADV
2903,9,VERB
111,6,ADP
2904,7,VERB
2905,6,NOUN
2906,4,ADJ
36,13,DET
7,3,ADP
1679,7,NUM
2907,12,NOUN
2908,4,NOUN
5,4,PRON
308,5,ADV
2909,9,VERB
10,6,PUNCT
355,8,ADP
710,7,NOUN
27,4,CCONJ
2907,10,NOUN
2910,4,NOUN
132,4,PUNCT
2911,8,NOUN
10,4,PUNCT
2912,8,NOUN
10,4,PUNCT
27,8,CCONJ
252,10,ADJ
2913,13,NOUN
135,4,PUNCT
16,8,PUNCT
2572,8,NUM
2914,12,NUM
47,12,NOUN
125,4,ADV
10,9,PUNCT
59,8,NUM
2915,12,NOUN
2916,4,PROPN
7,1,VERB
2917,6,VERB
660,6,ADV
2916,9,PROPN
172,1,PUNCT
2918,8,PROPN
10,1,PUNCT
27,8,CCONJ
2916,10,PROPN
172,1,PUNCT
2919,8,PROPN
16,1,PUNCT
2920,8,PROPN
2921,1,NOUN
1388,4,NUM
47,12,NOUN
70,4,ADP
72,7,NOUN
2922,4,VERB
2923,6,NOUN
127,4,ADP
2924,7,NOUN
2446,4,NOUN
2925,4,NOUN
16,4,PUNCT
1119,8,PROPN
471,1,PROPN
1485,1,PROPN
2926,1,PROPN
6,1,VERB
7,6,ADP
237,7,NUM
2927,12,SYM
2928,15,NOUN
1499,4,NOUN
2929,4,PROPN
172,1,PUNCT
2929,8,PROPN
276,1,PROPN
2926,1,PROPN
127,1,ADP
1428,7,NOUN
251,4,NOUN
16,4,PUNCT
2930,8,NOUN
2931,4,NOUN
129,4,ADJ
7,13,ADP
4,7,NOUN
36,4,DET
1845,3,AUX
1327,2,NOUN
10,4,PUNCT
2932,8,NOUN
27,4,CCONJ
252,10,NOUN
172,4,PUNCT
252,8,NOUN
16,4,PUNCT
2933,8,PROPN
25,1,VERB
2934,6,PROPN
27,1,CCONJ
2935,10,VERB
264,6,VERB
2936,6,NOUN
2084,4,NOUN
111,4,ADP
795,7,ADV
172,9,PUNCT
1250,8,ADV
10,9,PUNCT
264,8,VERB
1103,6,NOUN
5,4,PRON
2937,5,ADJ
54,13,ADP
55,7,ADV
16,9,PUNCT
2938,8,PROPN
2,1,AUX
2939,2,NOUN
5,4,PRON
6,5,VERB
7,6,ADP
402,7,PROPN
2940,1,PROPN
1888,1,PROPN
10,1,PUNCT
2941,8,PROPN
16,1,PUNCT
17,8,DET
189,3,NOUN
2942,4,NOUN
199,4,ADP
2943,7,NOUN
32,4,PRON
2,5,AUX
139,2,PUNCT
2944,8,PROPN
2945,1,PROPN
139,1,PUNCT
16,8,PUNCT
2946,8,NOUN
337,4,ADJ
2947,13,VERB
2433,6,SCONJ
102,11,PART
2948,14,VERB
27,6,CCONJ
102,10,PART
584,14,VERB
588,6,NOUN
132,4,PUNCT
650,8,PUNCT
1094,8,NOUN
2949,4,NOUN
1112,4,PUNCT
23,8,CCONJ
650,10,PUNCT
5,8,PRON
2950,5,VERB
1112,6,PUNCT
135,8,PUNCT
938,8,SCONJ
202,11,NOUN
107,4,DET
650,3,PUNCT
2951,8,PROPN
308,1,ADV
2952,9,ADV
21,9,VERB
1112,6,PUNCT
194,8,PUNCT
650,8,PUNCT
2953,8,SCONJ
75,11,ADP
2954,7,NOUN
1640,4,ADP
2955,7,NOUN
2956,4,PROPN
1094,1,NOUN
2949,4,PROPN
23,1,CCONJ
5,10,PRON
2950,5,VERB
107,6,DET
2948,3,VERB
27,6,CCONJ
2957,10,VERB
588,6,NOUN
1513,4,ADP
2951,7,PROPN
10,1,PUNCT
2958,8,PART
2959,14,ADV
10,9,PUNCT
1042,8,ADJ
24,13,ADP
1889,7,PROPN
2960,1,PROPN
10,1,PUNCT
2953,8,SCONJ
32,11,PRON
283,5,VERB
2952,6,ADV
456,9,ADP
2951,7,PROPN
284,1,PUNCT
484,8,ADP
2961,7,ADP
10,7,PUNCT
2962,8,VERB
2963,6,PROPN
5,1,PRON
2964,5,VERB
264,6,VERB
2965,6,PROPN
2966,1,PROPN
2967,1,PROPN
132,1,PUNCT
5,8,PRON
169,5,ADP
47,7,NOUN
2968,4,NUM
264,12,VERB
920,6,PROPN
2966,1,PROPN
2967,1,PROPN
135,1,PUNCT
10,8,PUNCT
408,8,SCONJ
176,11,NOUN
125,4,ADV
2969,9,VERB
70,6,ADP
1434,7,PROPN
16,1,PUNCT
2607,8,PROPN
2,1,AUX
4,2,NOUN
7,4,ADP
8,7,NOUN
2970,4,PROPN
10,1,PUNCT
2971,8,PROPN
10,1,PUNCT
13,8,PROPN
14,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
2972,8,NOUN
107,4,DET
46,3,ADP
1220,7,NOUN
2973,4,VERB
127,6,ADP
3,7,DET
2974,3,NOUN
2396,4,ADJ
181,13,SCONJ
2975,11,NOUN
1097,4,NOUN
2976,4,VERB
7,6,ADP
1103,7,NOUN
2977,4,NOUN
172,4,PUNCT
2977,8,NOUN
107,4,DET
775,3,VERB
55,6,ADV
16,9,PUNCT
2978,8,NOUN
533,4,ADP
252,7,ADJ
2979,13,PROPN
2980,1,PROPN
10,1,PUNCT
2981,8,PROPN
2982,1,PROPN
10,1,PUNCT
2983,8,PROPN
2984,1,PROPN
10,1,PUNCT
2985,8,PROPN
2986,1,PROPN
10,1,PUNCT
27,8,CCONJ
2987,10,PROPN
2988,1,PROPN
16,1,PUNCT
882,8,ADP
47,7,NOUN
328,4,NUM
2989,12,NOUN
540,4,PROPN
237,1,NUM
1006,12,ADP
2990,7,NUM
2991,12,NOUN
2992,4,ADP
2993,7,NUM
580,12,NOUN
1397,4,VERB
5,6,PRON
2994,5,ADJ
46,13,ADP
47,7,NOUN
1674,4,NUM
16,12,PUNCT
2995,8,PROPN
1139,1,PROPN
5,1,PRON
2996,5,VERB
413,6,NOUN
550,4,NOUN
1013,4,NOUN
36,4,DET
405,3,VERB
1174,6,NOUN
2607,4,PROPN
408,1,SCONJ
1138,11,NOUN
2997,4,NOUN
10,4,PUNCT
533,8,ADP
252,7,ADJ
2282,13,PROPN
2998,1,PROPN
132,1,PUNCT
84,8,NOUN
199,4,ADP
1138,7,NOUN
2282,4,PROPN
2999,1,PROPN
135,1,PUNCT
10,8,PUNCT
1138,8,NOUN
2282,4,PROPN
3000,1,PROPN
3001,1,PROPN
27,1,CCONJ
252,10,ADJ
172,13,PUNCT
252,8,ADJ
16,13,PUNCT
882,8,ADP
627,7,NOUN
2306,4,ADJ
10,13,PUNCT
1968,8,NUM
243,12,PROPN
1674,1,NUM
10,12,PUNCT
3002,8,PROPN
111,1,ADP
119,7,NUM
3003,12,ADV
3004,9,VERB
24,6,ADP
429,7,NOUN
2183,4,ADP
2285,7,NOUN
3005,4,NOUN
3006,4,PROPN
346,1,SYM
3007,15,PROPN
3002,1,PROPN
7,1,ADP
3008,7,PROPN
3009,1,PROPN
1434,1,PROPN
10,1,PUNCT
27,8,CCONJ
3010,10,VERB
139,6,PUNCT
3011,8,PROPN
3012,1,PROPN
139,1,PUNCT
16,8,PUNCT
3013,8,PROPN
3014,1,NOUN
3015,4,NOUN
225,4,ADV
1196,9,ADV
344,9,VERB
127,6,ADP
3016,7,NOUN
3017,4,NOUN
3015,4,NOUN
225,4,ADV
10,9,PUNCT
309,8,NOUN
36,4,DET
350,3,VERB
938,6,SCONJ
102,11,PART
78,14,ADV
794,9,NOUN
24,4,ADP
3018,7,NOUN
3019,4,VERB
3020,6,NOUN
5,4,PRON
3021,5,VERB
225,6,ADV
1042,9,ADP
3022,7,NOUN
3015,4,NOUN
3023,4,NOUN
941,4,NOUN
16,4,PUNCT
2010,8,PROPN
3024,1,PROPN
3025,1,PROPN
441,1,ADV
1169,9,VERB
709,6,NOUN
337,4,ADJ
75,13,ADP
3026,7,NOUN
2010,4,PROPN
1018,1,PROPN
3027,1,PROPN
16,1,PUNCT
3028,8,NOUN
5,4,PRON
1908,5,ADV
762,9,VERB
2,6,AUX
3029,2,PROPN
5,1,PRON
3030,5,VERB
2850,6,NUM
68,12,NOUN
10,4,PUNCT
37,8,VERB
3031,6,PROPN
3032,1,PROPN
27,1,CCONJ
3033,10,PROPN
132,1,PUNCT
1968,8,NUM
135,12,PUNCT
10,8,PUNCT
27,8,CCONJ
3034,10,PROPN
3035,1,PROPN
132,1,PUNCT
1517,8,NUM
135,12,PUNCT
16,8,PUNCT
318,8,PROPN
10,1,PUNCT
3000,8,PROPN
3036,1,PROPN
10,1,PUNCT
3037,8,PROPN
3036,1,PROPN
1038,1,SCONJ
3038,11,ADV
3039,9,PROPN
2199,1,VERB
3040,6,NOUN
5,4,PRON
795,5,ADP
36,7,DET
608,3,ADV
3041,9,VERB
3042,6,NOUN
3043,4,NOUN
2,4,AUX
82,2,NOUN
1279,4,NOUN
942,4,ADJ
284,13,PUNCT
3044,8,ADJ
3045,13,NOUN
2796,4,CCONJ
3046,10,NOUN
3047,4,VERB
3048,6,PROPN
3049,1,NOUN
3050,4,PROPN
3051,1,NOUN
517,4,ADP
515,7,DET
3052,3,NOUN
10,4,PUNCT
3053,8,CCONJ
3054,10,ADV
3055,9,VERB
511,6,DET
3056,3,NOUN
2053,4,ADP
3057,7,NOUN
16,4,PUNCT
3058,8,PROPN
196,1,VERB
3059,6,NOUN
3060,4,NOUN
3061,4,NOUN
16,4,PUNCT
139,8,PUNCT
3062,8,NOUN
460,4,ADJ
262,13,PRON
118,5,ADV
224,9,ADV
462,9,VERB
59,6,NUM
1992,12,NOUN
107,4,DET
10,3,PUNCT
2013,8,PUNCT
2014,8,VERB
16,6,PUNCT
319,8,PRON
1795,5,VERB
584,6,VERB
3063,6,NOUN
398,4,NOUN
5,4,PRON
3064,5,ADJ
749,13,CCONJ
3065,10,NOUN
5,4,PRON
2011,5,ADJ
10,13,PUNCT
2469,8,NOUN
441,4,ADV
1795,9,VERB
169,6,ADP
3066,7,ADJ
3067,13,PROPN
7,1,ADP
2436,7,PROPN
3068,1,PROPN
426,1,PROPN
16,1,PUNCT
98,8,PROPN
3069,1,PROPN
3070,1,PROPN
3071,1,PROPN
132,1,PUNCT
3072,8,PROPN
426,1,PROPN
194,1,PUNCT
3073,8,PROPN
2439,1,PROPN
3074,1,PROPN
135,1,PUNCT
423,8,ADV
3075,9,VERB
3076,6,PROPN
10,1,PUNCT
2,8,AUX
220,2,NOUN
3077,4,NOUN
3069,4,PROPN
398,1,NOUN
111,4,ADP
3071,7,PROPN
16,1,PUNCT
950,8,CCONJ
838,10,SCONJ
10,11,PUNCT
3078,8,PROPN
10,1,PUNCT
596,8,DET
3079,3,NOUN
3080,4,PROPN
10,1,PUNCT
3081,8,VERB
3082,6,NOUN
172,4,PUNCT
3082,8,NOUN
657,4,DET
16,3,PUNCT
292,8,ADJ
36,13,DET
1269,3,PART
3083,14,NOUN
199,4,ADP
729,7,PROPN
3084,1,PROPN
284,1,PUNCT
15,8,PROPN
3085,1,PROPN
694,1,VERB
3086,6,PROPN
3087,1,PROPN
132,1,PUNCT
3088,8,PROPN
10,1,PUNCT
3089,8,PROPN
10,1,PUNCT
27,8,CCONJ
3090,10,PROPN
135,1,PUNCT
10,8,PUNCT
3091,8,NOUN
594,4,PROPN
5,1,PRON
163,5,VERB
3092,6,NOUN
7,4,ADP
183,7,PROPN
184,1,PROPN
16,1,PUNCT
3093,8,VERB
102,6,PART
201,14,VERB
10,6,PUNCT
282,8,PRON
193,5,PROPN
2504,1,VERB
3094,6,NOUN
3095,4,ADV
284,9,PUNCT
3096,8,PROPN
3097,1,NOUN
188,4,VERB
3098,6,NOUN
3099,4,NOUN
660,4,ADV
10,9,PUNCT
3100,8,PROPN
132,1,PUNCT
3101,8,VERB
362,6,NOUN
735,4,NOUN
135,4,PUNCT
10,8,PUNCT
3102,8,VERB
3103,6,NOUN
3104,4,NOUN
10,4,PUNCT
2225,8,NOUN
3105,4,NOUN
132,4,PUNCT
2225,8,NOUN
3106,4,NOUN
135,4,PUNCT
10,8,PUNCT
3107,8,PROPN
132,1,PUNCT
3108,8,ADJ
135,13,PUNCT
10,8,PUNCT
3109,8,NOUN
132,4,PUNCT
3110,8,NOUN
3111,4,NOUN
135,4,PUNCT
10,8,PUNCT
27,8,CCONJ
3112,10,VERB
3113,6,NOUN
3114,4,NOUN
16,4,PUNCT
319,8,PRON
641,5,VERB
7,6,ADP
3115,7,PROPN
46,1,ADP
1516,7,NOUN
3116,4,NUM
450,12,PROPN
3117,1,NUM
10,12,PUNCT
3118,8,VERB
1287,6,NOUN
3119,4,PROPN
3120,1,NUM
16,12,PUNCT
3121,8,PROPN
3122,1,VERB
3123,6,NOUN
107,4,DET
7,3,ADP
3124,7,NOUN
5,4,PRON
3125,5,ADJ
10,13,PUNCT
1513,8,ADP
3126,7,DET
3127,3,NOUN
3128,4,VERB
2433,6,ADP
3129,7,VERB
3130,6,NOUN
3131,4,ADJ
10,13,PUNCT
5,8,PRON
3132,5,VERB
224,6,ADV
3133,9,VERB
3134,6,NOUN
3126,4,DET
3123,3,NOUN
16,4,PUNCT
1788,8,NOUN
1699,4,NOUN
1124,4,VERB
70,6,ADP
75,7,ADP
1213,7,NOUN
3135,4,NOUN
46,4,ADP
2653,7,NUM
202,12,NOUN
115,4,NOUN
3136,4,PROPN
3137,1,ADP
3138,7,NOUN
3139,4,PROPN
670,1,NUM
181,12,SCONJ
3135,11,NOUN
32,4,PRON
2405,5,ADJ
3135,13,NOUN
3140,4,PROPN
16,1,PUNCT
882,8,ADP
263,7,NOUN
1691,4,VERB
10,6,PUNCT
3141,8,PROPN
15,1,PROPN
345,1,ADV
1134,9,VERB
3142,6,PROPN
3143,1,PROPN
3144,1,NOUN
132,4,PUNCT
3145,8,PROPN
135,1,PUNCT
16,8,PUNCT
2598,8,NOUN
7,4,ADP
3146,7,PROPN
16,1,PUNCT
3147,8,VERB
38,6,ADP
1696,7,NOUN
284,4,PUNCT
1782,8,PRON
102,5,PART
3148,14,NOUN
1191,4,ADP
681,7,NOUN
10,4,PUNCT
627,8,NOUN
23,4,CCONJ
47,10,NOUN
897,4,NOUN
3149,4,PROPN
5,1,PRON
1679,5,NUM
68,12,NOUN
10,4,PUNCT
838,8,SCONJ
32,11,PRON
3150,5,VERB
3151,6,NOUN
172,4,PUNCT
3151,8,NOUN
1191,4,ADP
897,7,NOUN
3152,4,NOUN
657,4,DET
16,3,PUNCT
3153,8,ADP
3154,7,PROPN
10,1,PUNCT
3155,8,NOUN
75,4,ADP
3156,7,NOUN
3157,4,VERB
7,6,ADP
72,7,ADP
3158,7,NOUN
1799,4,ADJ
16,13,PUNCT
3159,8,NOUN
3160,4,PROPN
308,1,ADV
3161,9,VERB
3162,6,PROPN
3163,1,PROPN
3164,1,VERB
427,6,ADV
1467,9,ADJ
38,13,ADP
658,7,NOUN
169,4,ADP
627,7,NOUN
345,4,ADJ
24,13,ADP
3165,7,NOUN
3166,4,PROPN
749,1,CCONJ
1147,10,NOUN
689,4,NOUN
3167,4,NOUN
16,4,PUNCT
3168,8,PROPN
2899,1,NUM
118,12,ADV
196,9,VERB
3169,6,NOUN
3168,4,PROPN
3170,1,VERB
3171,6,NOUN
3172,4,NOUN
3173,4,ADJ
5,13,PRON
102,5,PART
3174,14,VERB
3175,6,NOUN
111,4,ADP
1169,7,VERB
3176,6,NOUN
3177,4,ADP
16,7,PUNCT
3178,8,PROPN
7,1,ADP
3179,7,NOUN
417,4,PROPN
2574,1,PROPN
3180,1,VERB
577,6,ADP
1780,7,NUM
3181,12,NOUN
533,4,ADP
3182,7,PROPN
27,1,CCONJ
3183,10,PROPN
46,1,ADP
2038,7,NUM
3184,12,PROPN
2039,1,NUM
3185,12,ADP
3186,7,NUM
194,12,PUNCT
3116,8,NUM
938,12,CCONJ
201,10,VERB
554,6,NOUN
7,4,ADP
557,7,NOUN
849,4,NOUN
1999,4,NOUN
16,4,PUNCT
3187,8,PROPN
692,1,NUM
16,12,PUNCT
1782,8,PRON
1169,5,VERB
36,6,NOUN
24,4,ADP
3188,7,NOUN
27,4,CCONJ
3189,10,NOUN
46,4,ADP
1991,7,NOUN
172,4,PUNCT
1741,8,NOUN
111,4,ADP
147,7,VERB
3,6,DET
2547,3,NOUN
7,4,ADP
651,7,ADP
151,7,NOUN
3190,4,NOUN
3191,4,VERB
16,6,PUNCT
3192,8,NOUN
194,4,PUNCT
3193,8,NOUN
3194,4,NOUN
1633,4,NUM
16,12,PUNCT
3195,8,X
3196,16,PUNCT
3197,8,PROPN
3198,1,PROPN
202,1,ADV
1880,9,VERB
38,6,ADP
3199,7,PROPN
3200,1,PROPN
199,1,ADP
3201,7,PROPN
127,1,ADP
1328,7,PROPN
3202,1,PROPN
1633,1,NUM
3192,12,NOUN
194,4,PUNCT
3197,8,PROPN
3198,1,PROPN
16,1,PUNCT
